Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,Harm Score,Divestment (Y/N),Annual Revenues (Mn) - original,Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,description,Thumbnails,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other ,Tags
ActOne Group,Y,CA,2600,1978,,Janice Bryant Howroyd,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,Corrections Data Systems,Personnel,Staff Management Systems,,,,,"$2,400.0","$2,400.00",2018,,,,,,https://www.actonegroup.com/,https://www.act1group.com/solutions.aspx#fndtn-business,,,PrivCo (www.privco.com),https://guidebook.com/guide/117198/list/579848/,
Actsoft,Y,FL,160,1996,,Thomad Mitchelle,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Management Systems,,,,,,,$28.5,$28.50,2018,,,,,,http://www.actsoft.com/,http://correctionsmarketplace.com/,,,PrivCo (www.privco.com),,
Acuity,Y,DC,,2002,,Rui Garcia,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$31.0,$31.00,2018,,,,,,http://www.myacuity.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
AD Morgan Corporation,Y,FL,30,1989,,Rebecca Smith,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,$35.0,$35.00,2018,,,,,,http://www.admorgan.com/,https://www.admorgan.com/project/lowell-correctional-institution,,,PrivCo (www.privco.com),,
Adage Capital Partners,Y,MA,,,,Phil Gross,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.adagecapital.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,,,
Adamcik's Country Store,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.adamciks.com/,TDCJ Spending,,,,,
Adamson Police Products,Y,CA,34,1980,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,checked,,,,,http://shop.policeproducts.com/,See website,,,,,
ADANI Systems,Y,TX,,1991,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Technology,,,,,,,,,,,,,,,http://www.adanisystems.com/,http://correctionsmarketplace.com/,,,,http://adanisystems.us/index.php?dispatch=categories.view&category_id=167,
Adapt Pharma,Y,Ireland,,2014,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Healthcare,Pharmacy,,,,,,,,,,,,,,,http://adaptpharma.com/,California Spending Data - 2018,,,,,
Adaptive Digital Systems,Y,Canada,,,,,,Dyplex Communications,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Telecom,Telecom Surveillance & Security,checked,,,,,,,checked,,,,,https://www.adaptivedigitalsystems.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,http://www.dyplex.com/adaptive%20digital%20systems,
ADC,Y,NM,670,1985,,,,,,Tier 4 - Small Privately-Owned,Personnel,Other,,,checked,,,,$60.0,$60.00,2018,,,,,,https://portal.adcltdnm.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Adcare Recovery Services,Y,MA,,1975,2018,,,American Addiction Centers (dba AAC Holdings),AACH,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Substance Abuse Treatment,,,,,9,,$54.0,$54.00,2018,,,Acquired by AAC Holdings in 2018 for $85 M,,,http://adcare.com/,http://adcare.com/criminal-justice-services/,,,https://www.prnewswire.com/news-releases/aac-holdings-completes-acquisition-of-adcare-inc-300607123.html,,
Addiction Behavioral Services,Y,TX,,2010,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Substance Abuse Treatment,,,,,,,,,,,,,,,,TDCJ Spending,,,,https://www.manta.com/c/mtq3vx3/addiction-behavioral-services-llc,
Addiction Campuses,Y,TN,,2014,,Matt Morgan,,,,Tier 4 - Small Privately-Owned,Other,Rehab Programming,,,,,,,,,,,,,,,https://www.addictioncampuses.com/,https://s23.a2zinc.net/clients/aja/aja2019/Public/exhibitors.aspx,,,,,
Adirondack Energy Products,Y,NY,200,1988,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Utility/Energy,,,,,,,$300.0,$300.00,2018,,,,,,https://www.adirondackenergy.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
ADM Alliance Nutrition,Y,IL,31300,1902,,Juan R. Luciano,,,ADM,Tier 1b - Publicly Traded - Other,Food & Commissary,Prison Food,,,,,9,,"$64,656.0","$64,656.00",2019,,,,,,https://www.adm.com/,TDCJ Spending,,,FactSet,,
Adobe Systems,Y,CA,21357,1982,,Shantanu Narayen,,,ADBE,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Data & Information Systems,Immigration Data Systems,checked,,7,,"$11,171.3","$11,171.30",2019,,,,,,https://www.adobe.com/,,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,,FactSet,,
Adolph Foods,Y,CA,,2003,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,,,,,,,,,,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,,,
Advance Auto Parts,Y,VA,74000,1929,,Thomas R. Greco,,,AAP,Tier 1b - Publicly Traded - Other,Transportation,Agency Transportation,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,"$9,709.0","$9,709.00",2019,,,,,,https://shop.advanceautoparts.com/,See General Parts Distribution,,,FactSet,https://corp.advanceautoparts.com/about/general.asp,
Advanced Commodities,Y,IL,,1998,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,,,,,,,,,,http://www.txsmartbuy.com/contracts/view/1874,,,,,
Advanced Correctional Healthcare,Y,IL,550,2002,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Healthcare,Mental Health Services,checked,,,,$110.0,$110.00,2018,checked,,,,,https://www.advancedch.com/,See website,https://worthrises.org/immigration,,PrivCo (www.privco.com),,
Advanced Data Systems,Y,NJ,380,1977,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Records Systems,Data & Information Systems,Medical Records Systems,,,,,$56.0,$56.00,2018,,,,,,https://www.adsc.com/,FL DOC Spending,,,PrivCo (www.privco.com),,
Advanced Educational Products,Y,NY,50,1992,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,$8.5,$8.50,2017,,,,,,http://www.aepbooks.com/who-we-are/our-history,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004027-T.pdf,,,PrivCo (www.privco.com),,
Advanced Engineering Consultants,Y,OH,70,1998,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Equipment,IT & Communcations Infrastructure & Service,,,,,$11.4,$11.40,2018,,,,,,http://www.aecmep.com/,OH DRC Spending,,,PrivCo (www.privco.com),,
Advanced Eyecare & Sports,Y,OH,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,,,,,,,,OH DRC Spending,,,,,
Advanced Industrial Roofing,Y,OH,,1988,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,http://www.airoofing.com/,OH DRC Spending,,,,,
Advanced Secure Solutions,Y,FL,,2005,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Equipment,Security Equipment,,,,,,,,,,,,,http://secure.mx/,http://correctionsmarketplace.com/,,,,,
Advanced Systems Design,Y,FL,150,1979,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,$24.0,$24.00,2018,,,,,,https://asd-web.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,PrivCo (www.privco.com),,
Advanced Technologies & Laboratories (ATL),Y,MD,,1989,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,$2.0,$2.00,2018,,,,,,http://www.atlintl.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Advanced Technologies Group,Y,IA,64,1991,2012,,HIG Capital,TKC Holdings,,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,,,,,12,checked,,,,checked,,Acquired by Keefe Group in 2012 ,,,http://www.a-t-g.com/,See website,,,,http://tcbmag.com/honors/articles/2015/entrepreneurs-of-the-year/atul-gupta,
Advanced Technology Information Management Systems (ATIMS),Y,CA,,1999,,,,ActOne Group,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,Corrections Data Systems,,,,,,,,,,checked,,Acquisition history unknown,,,https://www.atims.com/,See website,,,,https://guidebook.com/guide/117198/list/579848/,
AdvancePierre,Y,OH,4500,1946,2017,,,Tyson Foods,TSN,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,,,,,9,,"$1,568.3","$1,568.30",2016,,,Acquired by Tyson Foods in 2017 for $4.2 B,,,https://www.advancepierre.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,https://www.sec.gov/Archives/edgar/data/1669792/000119312517077043/d340478d10k.htm#tx340478_13,http://ir.tyson.com/investor-relations/news-releases/news-releases-details/2017/Tyson-Foods-to-Acquire-AdvancePierre-Foods-for-4025-Per-Share-in-Cash/default.aspx,
Advantage Business Angels,Y,United Kingdom,5,2003,,Bernard Zissman,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.advantagebusinessangels.co.uk/,See Metrasens,,,,https://www.metrasens.com/about/,
Advantage Chemical,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,https://www.advantagechemical.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,,
Advantech,Y,Taiwan,7801,1981,,James Gizzi,,,2395-TW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,,,8,,"$1,799.7","$1,799.70",2019,,,Financials converted from TWD,,,http://www.advantech.com/,http://correctionsmarketplace.com/,,,FactSet,,
Advent Capital Management,Y,NY,,1995,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,Investor,"Construction, Equipment, & Acquisition Financing",,,12,checked,,,,,,,,,http://www.adventcap.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf ,,,,,
Advent International,Y,MA,425,1984,,Ashwin Krishnan,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,10,,,,,,,,,,https://www.adventinternational.com/,See Bottom Line Food Processors (dba Michael Angelo's Gormet Foods),,,,,
Advent Systems,Y,IL,125,1994,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,$42.0,$42.00,2019,,,,,,https://www.adventsystems.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
Adventfs.com,Y,KY,,2006,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Agency Payment Processing,,,,,,,,,,checked,,,,,http://www.adventfs.com/,See website,,,,,
AE Industrial Partners,Y,FL,,1989,,Mark Satran,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,checked,,,,,,,,,https://www.aeroequity.com/,See CDI Corporation (dba CDI Infrastructure),,,,,
AE Nelson Leather,Y,OR,,1938,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.nelsonleather.com/,http://aenelson.hostcentric.com/index.php?cPath=27&osCsid=f9d6c58a85263422429adf0e9bda201f,,,,,
AE Security Group (dba AE of Ohio),Y,OH,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,http://www.aeofohio.com/,OH DRC Spending,,,,,
AEA Investors,Y,NY,93,1963,,John Garcia,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,7,,,,,,,,,,http://www.aeainvestors.com/,See SBP Holdings,,,,https://www.inddist.com/home/news/13766575/aea-investors-acquire-singer-equities,
AECOM,Y,CA,87225,1980,,Michael S. Burke,,,ACM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,Construction & Maintenance,Construction,checked,,13,checked,"$20,173.3","$20,173.30",2019,,,,,,http://www.aecom.com/,http://www.aecom.com/ca/markets/government/justice/,https://worthrises.org/immigration,,FactSet,,
Aeon LED Lighting ,Y,SC,,2010,,Shahil Amin,,,,Tier 4 - Small Privately-Owned,Equipment,Other,,,checked,,,,,,,,,,,,https://aeonledlighting.com/,https://aeonledlighting.com/2020/01/correctional-facilities-lighting/,,,,,
Aerator Solutions,Y,IL,,1985,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://aeratorsolutions.com/,http://doc.ok.gov/closed-bids,,,,,
AES IntelliNet,Y,MA,110,1974,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Equipment,IT & Communcations Infrastructure & Service,,,,,$30.0,$30.00,2018,,,,,,https://aes-corp.com,https://aes-corp.com/product/7479-intelliguard/,,,PrivCo (www.privco.com),,
AF Potts Lumber Sales,Y,TN,,1973,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004193-T.pdf,,See corrections source,,,
Affinis,Y,KS,35,2002,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$6.5,$6.50,2019,,,,,,http://affinis.us/,See Seco Select,,,PrivCo (www.privco.com),,
AFIX Technologies (formerly The Phoenix Group),Y,KS,,1989,,,,MAXAR Technologies,MAXR,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Data & Information Systems,Immigration Data Systems,checked,,11,checked,,,,,,Acquisition history unknown,,,http://www.afix.net/,http://afix.net/#2,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,,,,
Afognak Native Corporation,Y,AK,4546,1977,,Greg Hambright,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,$644.0,$644.00,2018,,,,,,https://www.afognak.com/,See Alutiiq Diversified Services,,,PrivCo (www.privco.com),,
After Hours Imaging,Y,NY,,2010,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Other,,,,,,,,,,,,,,,https://www.afterhoursimaging.com/,NYS DOCCS Spending,,,,http://www.sbmonthly.com/after-hour-imaging/,
Agathos Laboratories,Y,CA,,2012,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,,,,,,,,,,,,,,,http://www.agathoslabs.com/,California Spending Data - 2018,,,,,
AgH20 Holdings,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://www.agh2oco.com/about-agh2O.html,TDCJ Spending,,,,,
Aguila Ammunition,Y,TX,,1961,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.aguilaammo.com/,https://www.aguilaammo.com/le-gov/,,,,,
Ahi Enterprises,Y,TX,,2010,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.ahienterprises.com/ahitexas/outpost/,TDCJ Spending,,,,,
Ahtna,Y,AK,1101,1999,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Operations & Management,Immigration Detention Operator,Construction & Maintenance,Maintenance Services,checked,checked,,,$284.0,$284.00,2018,,,,,,http://www.atsiak.com/,http://www.atsiak.com/services.htm,https://www.thenation.com/article/private-contractors-enable-trumps-cruelties-border/,Adult private facility operator,PrivCo (www.privco.com),,
Ahura Scientific,Y,MA,148,2002,2010,,,Thermo Fisher Scientific,TMO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,checked,,9,,$45.0,$45.00,2009,,,,,,https://www.thermofisher.com/us/en/home/industrial/spectroscopy-elemental-isotope-analysis/portable-analysis-material-id.html,,GovSpend,,PrivCo (www.privco.com),https://ir.thermofisher.com/investors/news-and-events/news-releases/news-release-details/2010/Thermo-Fisher-Scientific-Signs-Agreement-to-Acquire-Leading-Innovator-in-Handheld-Spectrometers-Ahura-Scientific/default.aspx,
Aimpoint,Y,VA,,1975,1975,Brett Sciotto,Sandberg Development Group,,,Tier 2 - Investment Firm-Owned,Equipment,Security Equipment,,,,,14,checked,,,,,,Sandberg Development Group invested in Aimpoint since its launch in 1975,,,http://us.aimpoint.com/,See website,,,,http://www.sandbergdevelopment.com/en/about-us/group/,
Aiphone,Y,Japan,,1948,,Shusaku Ichikawa,,,6718-JP,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,7,,$430.8,$430.80,2019,,,,,,http://www.aiphone.com/home,http://www.aiphone.com/home/industries/correctional,,,FactSet,,
Air France KLM,Y,France,81521,1919,,Anne Rigail,,,AF-FR,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,8,,"$29,498.7","$29,498.70",2019,,,Financials converted from EUR,,,http://www.airfranceklm.com/en,See Barfield,,,FactSet,http://www.afiklmem.com/AFIKLMEM/en/g_page_standard/OurNetwork/Subsidiaries/Barfield.html,
Air King,Y,PA,,,2016,,ComVest Group/JW Levin Management,Lasko,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,,,,,,,,,http://www.airkinglimited.com/,https://aja.multiview.com/,,,,https://www.businesswire.com/news/home/20161121005297/en/Lasko-Holdings-Acquired-Comvest-JW-Levin-Management,
Air Link International,Y,CA,,1975,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.airlinkint.com/index.php,https://aja.multiview.com/,,,,,
Air Liquide,Y,France,67000,1902,,Benoît Potier,,,AIQUY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Maintenance Services,,,,,7,,"$23,782.1","$23,782.10",2019,,,Financials converted from EUR,,,https://www.airliquide.com/,See Airgas,,,FactSet,,
Air Louvers,Y,CA,,,1991,,,Activar,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,Acquired by Activar in 1991,,,http://www.activarcpg.com/air-louvers/,http://www.activarcpg.com/air-louvers/securitydetention-0,,,,,
Air Mechanical & Service Corp,Y,FL,170,1982,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$33.0,$33.00,2018,,,,,,http://amsco-ac.com/,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=A8DD7A,,,PrivCo (www.privco.com),,
Airco Mechanical,Y,CA,171,1976,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,$45.0,$45.00,2018,,,,,,https://www.aircomech.com/,California Spending Data - 2018,,,PrivCo (www.privco.com),,
Airgas,Y,PA,18000,1982,2016,,,Air Liquide,AIQUY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Maintenance Services,,,,,7,,"$5,313.8","$5,313.80",2016,,,Acquired by Air Liquide in 2015 for $10.3 B,,,https://www.airgas.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004053-T.pdf,,,https://www.sec.gov/Archives/edgar/data/804212/000080421216000048/arg-33116form10xk.htm#sBE7803C839FF1A0BEB019C21B34C7E17,https://www.nytimes.com/2015/11/18/business/dealbook/air-liquide-to-acquire-airgas-for-10-3-billion.html?mtrref=www.google.com&gwh=D11DD5E429DB125C2AD82960FFBA548E&gwt=pay,
